"","V3","V2.x","V2.y","V2.x.x","V5","V1","V2.y.y"
"1671","38201-5009",2022,2023,2024,"38201","382019"," 松山市"
"1672","38202-5004",2022,2023,2024,"38202","382027"," 今治市"
"1673","38203-5005",2022,2023,2024,"38203","382035"," 宇和島市"
"1674","38204-5001",2022,2023,2024,"38204","382043"," 八幡浜市"
"1675","38205-5003",2022,2023,2024,"38205","382051"," 新居浜市"
"1676","38206-5003",2022,2023,2024,"38206","382060"," 西条市"
"1677","38207-5001",2022,2023,2024,"38207","382078"," 大洲市"
"1678","38209-5022",2022,NA,NA,"38209",NA,NA
"1679","38210-5000",2022,2023,2024,"38210","382108"," 伊予市"
"1680","38213-5022",2022,2023,2024,"38213","382132"," 四国中央市"
"1681","38214-5001",2022,2023,2024,"38214","382141"," 西予市"
"1682","38215-5009",2022,2023,2024,"38215","382159"," 東温市"
"1683","38302-5022",2022,NA,NA,"38302",NA,NA
"1684","38356-5004",2022,2023,2024,"38356","383562"," 上島町"
"1685","38385-5001",2022,NA,NA,"38385",NA,NA
"1686","38386-5009",2022,2023,2024,"38386","383864"," 久万高原町"
"1687","38401-5000",2022,2023,2024,"38401","384011"," 松前町"
"1688","38402-5009",2022,2023,2024,"38402","384020"," 砥部町"
"1689","38404-5000",2022,NA,NA,"38404",NA,NA
"1690","38422-5001",2022,2023,2024,"38422","384224"," 内子町"
"1691","38442-5001",2022,2023,2024,"38442","384429"," 伊方町"
"1692","38484-5005",2022,2023,2024,"38484","384844"," 松野町"
"1693","38488-5005",2022,2023,2024,"38488","384887"," 鬼北町"
"1694","38506-5005",2022,2023,2024,"38506","385069"," 愛南町"
"1695","39201-4900",2022,2023,2024,"39201","392014"," 高知市"
"1696","39202-4903",2022,2023,2024,"39202","392022"," 室戸市"
"1697","39203-4903",2022,2023,2024,"39203","392031"," 安芸市"
"1698","39204-4913",2022,2023,2024,"39204","392049"," 南国市"
"1699","39205-4900",2022,2023,2024,"39205","392057"," 土佐市"
"1700","39206-4902",2022,2023,2024,"39206","392065"," 須崎市"
"1701","39208-4904",2022,2023,2024,"39208","392081"," 宿毛市"
"1702","39209-4904",2022,2023,2024,"39209","392090"," 土佐清水市"
"1703","39210-4904",2022,2023,2024,"39210","392103"," 四万十市"
"1704","39211-4913",2022,2023,2024,"39211","392111"," 香南市"
"1705","39212-4913",2022,2023,2024,"39212","392120"," 香美市"
"1706","39301-4903",2022,2023,2024,"39301","393011"," 東洋町"
"1707","39302-4903",2022,2023,2024,"39302","393029"," 奈半利町"
"1708","39303-4903",2022,2023,2024,"39303","393037"," 田野町"
"1709","39304-4903",2022,2023,2024,"39304","393045"," 安田町"
"1710","39305-4903",2022,2023,2024,"39305","393053"," 北川村"
"1711","39306-4903",2022,2023,2024,"39306","393061"," 馬路村"
"1712","39307-4903",2022,2023,2024,"39307","393070"," 芸西村"
"1713","39341-4913",2022,2023,2024,"39341","393410"," 本山町"
"1714","39344-4913",2022,2023,2024,"39344","393444"," 大豊町"
"1715","39363-4913",2022,2023,2024,"39363","393631"," 土佐町"
"1716","39364-4913",2022,2023,2024,"39364","393649"," 大川村"
"1717","39383-4900",2022,2023,2024,"39383",NA,NA
"1718","39386-4900",2022,2023,2024,"39386","393860"," いの町"
"1719","39387-4900",2022,2023,2024,"39387","393878"," 仁淀川町"
"1720","39401-4902",2022,2023,2024,"39401","394017"," 中土佐町"
"1721","39402-4900",2022,2023,2024,"39402","394025"," 佐川町"
"1722","39403-4900",2022,2023,2024,"39403","394033"," 越知町"
"1723","39405-4902",2022,2023,2024,"39405","394050"," 梼原町"
"1724","39410-4900",2022,2023,2024,"39410","394106"," 日高村"
"1725","39411-4902",2022,2023,2024,"39411","394114"," 津野町"
"1726","39412-4902",2022,2023,2024,"39412","394122"," 四万十町"
"1727","39424-4904",2022,2023,2024,"39424","394246"," 大月町"
"1728","39427-4904",2022,2023,2024,"39427","394271"," 三原村"
"1729","39428-4904",2022,2023,2024,"39428","394289"," 黒潮町"
"1730","40101-2908",2022,2023,2024,"40101","401013"," 北九州市門司区"
"1731","40103-2935",2022,2023,2024,"40103","401030"," 北九州市若松区"
"1732","40105-2908",2022,2023,2024,"40105","401056"," 北九州市戸畑区"
"1733","40106-2908",2022,2023,2024,"40106","401064"," 北九州市小倉北区"
"1734","40107-2908",2022,2023,2024,"40107","401072"," 北九州市小倉南区"
"1735","40108-2935",2022,2023,2024,"40108","401081"," 北九州市八幡東区"
"1736","40109-2935",2022,2023,2024,"40109","401099"," 北九州市八幡西区"
"1737","40131-2900",2022,2023,2024,"40131","401315"," 福岡市東区"
"1738","40132-2900",2022,2023,2024,"40132","401323"," 福岡市博多区"
"1739","40133-2900",2022,2023,2024,"40133","401331"," 福岡市中央区"
"1740","40134-2900",2022,2023,2024,"40134","401340"," 福岡市南区"
"1741","40135-2911",2022,2023,2024,"40135","401358"," 福岡市西区"
"1742","40136-2911",2022,2023,2024,"40136","401366"," 福岡市城南区"
"1743","40137-2911",2022,2023,2024,"40137","401374"," 福岡市早良区"
"1744","40202-2906",2022,2023,2024,"40202","402028"," 大牟田市"
"1745","40203-2904",2022,2023,2024,"40203","402036"," 久留米市"
"1746","40204-2903",2022,2023,2024,"40204","402044"," 直方市"
"1747","40205-2902",2022,2023,2024,"40205","402052"," 飯塚市"
"1748","40206-2910",2022,2023,2024,"40206","402061"," 田川市"
"1749","40207-2906",2022,2023,2024,"40207","402079"," 柳川市"
"1750","40210-2907",2022,2023,2024,"40210","402109"," 八女市"
"1751","40211-2907",2022,2023,2024,"40211","402117"," 筑後市"
"1752","40212-2906",2022,2023,2024,"40212","402125"," 大川市"
"1753","40213-2909",2022,2023,2024,"40213","402133"," 行橋市"
"1754","40214-2909",2022,2023,2024,"40214","402141"," 豊前市"
"1755","40215-2935",2022,2023,2024,"40215","402150"," 中間市"
"1756","40216-2904",2022,2023,2024,"40216","402168"," 小郡市"
"1757","40217-2912",2022,2023,2024,"40217","402176"," 筑紫野市"
"1758","40218-2912",2022,2023,2024,"40218","402184"," 春日市"
"1759","40219-2912",2022,2023,2024,"40219","402192"," 大野城市"
"1760","40220-2917",2022,2023,2024,"40220","402206"," 宗像市"
"1761","40221-2912",2022,2023,2024,"40221","402214"," 太宰府市"
"1762","40223-2917",2022,2023,2024,"40223","402231"," 古賀市"
"1763","40224-2917",2022,2023,2024,"40224","402249"," 福津市"
"1764","40225-2904",2022,2023,2024,"40225","402257"," うきは市"
"1765","40226-2903",2022,2023,2024,"40226","402265"," 宮若市"
"1766","40227-2902",2022,2023,2024,"40227","402273"," 嘉麻市"
"1767","40228-2901",2022,2023,2024,"40228","402281"," 朝倉市"
"1768","40229-2906",2022,2023,2024,"40229","402290"," みやま市"
"1769","40230-2911",2022,2023,2024,"40230","402303"," 糸島市"
"1770","40231-2900",2022,2023,2024,"40231","402311"," 那珂川市"
"1771","40305-2900",2022,2023,2024,"40305",NA,NA
"1772","40341-2915",2022,2023,2024,"40341","403415"," 宇美町"
"1773","40342-2915",2022,2023,2024,"40342","403423"," 篠栗町"
"1774","40343-2915",2022,2023,2024,"40343","403431"," 志免町"
"1775","40344-2915",2022,2023,2024,"40344","403440"," 須恵町"
"1776","40345-2917",2022,2023,2024,"40345","403458"," 新宮町"
"1777","40348-2915",2022,2023,2024,"40348","403482"," 久山町"
"1778","40349-2915",2022,2023,2024,"40349","403491"," 粕屋町"
"1779","40381-2935",2022,2023,2024,"40381","403814"," 芦屋町"
"1780","40382-2935",2022,2023,2024,"40382","403822"," 水巻町"
"1781","40383-2935",2022,2023,2024,"40383","403831"," 岡垣町"
"1782","40384-2935",2022,2023,2024,"40384","403849"," 遠賀町"
"1783","40401-2903",2022,2023,2024,"40401","404012"," 小竹町"
"1784","40402-2903",2022,2023,2024,"40402","404021"," 鞍手町"
"1785","40421-2902",2022,2023,2024,"40421","404217"," 桂川町"
"1786","40444-2912",2022,2023,2024,"40444",NA,NA
"1787","40447-2901",2022,2023,2024,"40447","404471"," 筑前町"
"1788","40448-2901",2022,2023,2024,"40448","404489"," 東峰村"
"1789","40463-2911",2022,2023,2024,"40463",NA,NA
"1790","40483-2904",2022,NA,NA,"40483",NA,NA
"1791","40503-2904",2022,2023,2024,"40503","405035"," 大刀洗町"
"1792","40522-2906",2022,2023,2024,"40522","405221"," 大木町"
"1793","40541-2907",2022,2023,2024,"40541",NA,NA
"1794","40543-2907",2022,2023,2024,"40543",NA,NA
"1795","40544-2907",2022,2023,2024,"40544","405442"," 広川町"
"1796","40545-2907",2022,2023,2024,"40545",NA,NA
"1797","40546-2907",2022,2023,2024,"40546",NA,NA
"1798","40601-2910",2022,2023,2024,"40601","406015"," 香春町"
"1799","40602-2910",2022,2023,2024,"40602","406023"," 添田町"
"1800","40604-2910",2022,2023,2024,"40604","406040"," 糸田町"
"1801","40605-2910",2022,2023,2024,"40605","406058"," 川崎町"
"1802","40608-2910",2022,2023,2024,"40608","406082"," 大任町"
"1803","40609-2910",2022,2023,2024,"40609","406091"," 赤村"
"1804","40610-2910",2022,2023,2024,"40610","406104"," 福智町"
"1805","40621-2909",2022,2023,2024,"40621","406210"," 苅田町"
"1806","40625-2909",2022,2023,2024,"40625","406252"," みやこ町"
"1807","40641-2909",2022,2023,2024,"40641",NA,NA
"1808","40642-2909",2022,2023,2024,"40642","406422"," 吉富町"
"1809","40646-2909",2022,2023,2024,"40646","406465"," 上毛町"
"1810","40647-2909",2022,2023,2024,"40647","406473"," 築上町"
"1811","41201-3000",2022,2023,2024,"41201","412015"," 佐賀市"
"1812","41202-3003",2022,2023,2024,"41202","412023"," 唐津市"
"1813","41203-3011",2022,2023,2024,"41203","412031"," 鳥栖市"
"1814","41204-3000",2022,2023,2024,"41204","412040"," 多久市"
"1815","41205-3002",2022,2023,2024,"41205","412058"," 伊万里市"
"1816","41206-3001",2022,2023,2024,"41206","412066"," 武雄市"
"1817","41207-3001",2022,2023,2024,"41207","412074"," 鹿島市"
"1818","41208-3000",2022,2023,2024,"41208","412082"," 小城市"
"1819","41209-3001",2022,2023,2024,"41209","412091"," 嬉野市"
"1820","41210-3000",2022,2023,2024,"41210","412104"," 神埼市"
"1821","41302-3000",2022,2023,2024,"41302",NA,NA
"1822","41303-3000",2022,2023,2024,"41303",NA,NA
"1823","41304-3000",2022,2023,2024,"41304",NA,NA
"1824","41324-3011",2022,NA,NA,"41324",NA,NA
"1825","41327-3011",2022,2023,2024,"41327","413275"," 吉野ヶ里町"
"1826","41341-3011",2022,2023,2024,"41341","413411"," 基山町"
"1827","41345-3011",2022,2023,2024,"41345","413453"," 上峰町"
"1828","41346-3011",2022,2023,2024,"41346","413461"," みやき町"
"1829","41364-3000",2022,2023,2024,"41364",NA,NA
"1830","41387-3003",2022,2023,2024,"41387","413879"," 玄海町"
"1831","41401-3002",2022,2023,2024,"41401","414018"," 有田町"
"1832","41423-3001",2022,2023,2024,"41423","414239"," 大町町"
"1833","41424-3001",2022,2023,2024,"41424","414247"," 江北町"
"1834","41425-3001",2022,2023,2024,"41425","414255"," 白石町"
"1835","41441-3001",2022,2023,2024,"41441","414417"," 太良町"
"1836","41443-3001",2022,NA,NA,"41443",NA,NA
"1837","42201-3100",2022,2023,2024,"42201","422011"," 長崎市"
"1838","42202-3103",2022,2023,2024,"42202","422029"," 佐世保市"
"1839","42203-3102",2022,2023,2024,"42203","422037"," 島原市"
"1840","42204-3117",2022,2023,2024,"42204","422045"," 諫早市"
"1841","42205-3117",2022,2023,2024,"42205","422053"," 大村市"
"1842","42206-3106",2022,2023,2024,"42206",NA,NA
"1843","42207-3104",2022,2023,2024,"42207","422070"," 平戸市"
"1844","42208-3104",2022,2023,2024,"42208","422088"," 松浦市"
"1845","42209-3107",2022,2023,2024,"42209","422096"," 対馬市"
"1846","42210-3105",2022,2023,2024,"42210","422100"," 壱岐市"
"1847","42211-3106",2022,2023,2024,"42211","422118"," 五島市"
"1848","42212-3103",2022,2023,2024,"42212","422126"," 西海市"
"1849","42213-3117",2022,2023,2024,"42213","422134"," 雲仙市"
"1850","42214-3102",2022,2023,2024,"42214","422142"," 南島原市"
"1851","42307-3100",2022,2023,2024,"42307","423076"," 長与町"
"1852","42308-3100",2022,2023,2024,"42308","423084"," 時津町"
"1853","42321-3103",2022,2023,2024,"42321","423211"," 東彼杵町"
"1854","42322-3103",2022,2023,2024,"42322","423220"," 川棚町"
"1855","42323-3103",2022,2023,2024,"42323","423238"," 波佐見町"
"1856","42342-3117",2022,NA,NA,"42342",NA,NA
"1857","42382-3104",2022,2023,2024,"42382",NA,NA
"1858","42383-3103",2022,2023,2024,"42383","423831"," 小値賀町"
"1859","42388-3103",2022,2023,2024,"42388",NA,NA
"1860","42389-3103",2022,2023,2024,"42389",NA,NA
"1861","42391-3103",2022,2023,2024,"42391","423912"," 佐々町"
"1862","42411-3103",2022,2023,2024,"42411","424111"," 新上五島町"
"1863","42421-3105",2022,NA,NA,"42421",NA,NA
"1864","43101-3300",2022,2023,2024,"43101","431010"," 熊本市中央区"
"1865","43102-3300",2022,2023,2024,"43102","431028"," 熊本市東区"
"1866","43103-3300",2022,2023,2024,"43103","431036"," 熊本市西区"
"1867","43104-3300",2022,2023,2024,"43104","431044"," 熊本市南区"
"1868","43105-3300",2022,2023,2024,"43105","431052"," 熊本市北区"
"1869","43201-3300",2022,2023,2024,"43201",NA,NA
"1870","43202-3306",2022,2023,2024,"43202","432024"," 八代市"
"1871","43203-3307",2022,2023,2024,"43203","432032"," 人吉市"
"1872","43204-3302",2022,2023,2024,"43204","432041"," 荒尾市"
"1873","43205-3306",2022,2023,2024,"43205","432059"," 水俣市"
"1874","43206-3302",2022,2023,2024,"43206","432067"," 玉名市"
"1875","43208-3304",2022,2023,2024,"43208","432083"," 山鹿市"
"1876","43210-3305",2022,2023,2024,"43210","432105"," 菊池市"
"1877","43211-3315",2022,2023,2024,"43211","432113"," 宇土市"
"1878","43212-3308",2022,2023,2024,"43212","432121"," 上天草市"
"1879","43213-3315",2022,2023,2024,"43213","432130"," 宇城市"
"1880","43214-3305",2022,2023,2024,"43214","432148"," 阿蘇市"
"1881","43215-3308",2022,2023,2024,"43215","432156"," 天草市"
"1882","43216-3305",2022,2023,2024,"43216","432164"," 合志市"
"1883","43322-3315",2022,NA,NA,"43322",NA,NA
"1884","43348-3315",2022,2023,2024,"43348","433489"," 美里町"
"1885","43361-3302",2022,NA,NA,"43361",NA,NA
"1886","43364-3302",2022,2023,2024,"43364","433641"," 玉東町"
"1887","43365-3302",2022,NA,NA,"43365",NA,NA
"1888","43367-3302",2022,2023,2024,"43367","433675"," 南関町"
"1889","43368-3302",2022,2023,2024,"43368","433683"," 長洲町"
"1890","43369-3302",2022,2023,2024,"43369","433691"," 和水町"
"1891","43385-3304",2022,NA,NA,"43385",NA,NA
"1892","43403-3305",2022,2023,2024,"43403","434035"," 大津町"
"1893","43404-3305",2022,2023,2024,"43404","434043"," 菊陽町"
"1894","43422-3305",2022,NA,NA,"43422",NA,NA
"1895","43423-3305",2022,2023,2024,"43423","434230"," 南小国町"
"1896","43424-3305",2022,2023,2024,"43424","434248"," 小国町"
"1897","43425-3305",2022,2023,2024,"43425","434256"," 産山村"
"1898","43427-3300",2022,2023,2024,"43427",NA,NA
"1899","43428-3305",2022,2023,2024,"43428","434281"," 高森町"
"1900","43430-3305",2022,NA,NA,"43430",NA,NA
"1901","43432-3305",2022,2023,2024,"43432","434329"," 西原村"
"1902","43433-3305",2022,2023,2024,"43433","434337"," 南阿蘇村"
"1903","43441-3300",2022,2023,2024,"43441","434418"," 御船町"
"1904","43442-3300",2022,2023,2024,"43442","434426"," 嘉島町"
"1905","43443-3300",2022,2023,2024,"43443","434434"," 益城町"
"1906","43444-3300",2022,2023,2024,"43444","434442"," 甲佐町"
"1907","43447-3300",2022,2023,2024,"43447","434477"," 山都町"
"1908","43463-3306",2022,NA,NA,"43463",NA,NA
"1909","43468-3306",2022,2023,2024,"43468","434680"," 氷川町"
"1910","43482-3306",2022,2023,2024,"43482","434825"," 芦北町"
"1911","43484-3306",2022,2023,2024,"43484","434841"," 津奈木町"
"1912","43501-3307",2022,2023,2024,"43501","435015"," 錦町"
"1913","43505-3307",2022,2023,2024,"43505","435058"," 多良木町"
"1914","43506-3307",2022,2023,2024,"43506","435066"," 湯前町"
"1915","43507-3307",2022,2023,2024,"43507","435074"," 水上村"
"1916","43510-3307",2022,2023,2024,"43510","435104"," 相良村"
"1917","43511-3307",2022,2023,2024,"43511","435112"," 五木村"
"1918","43512-3307",2022,2023,2024,"43512","435121"," 山江村"
"1919","43513-3307",2022,2023,2024,"43513","435139"," 球磨村"
"1920","43514-3307",2022,2023,2024,"43514","435147"," あさぎり町"
"1921","43531-3308",2022,2023,2024,"43531","435317"," 苓北町"
"1922","44201-3200",2022,2023,2024,"44201","442011"," 大分市"
"1923","44202-3200",2022,2023,2024,"44202","442020"," 別府市"
"1924","44203-3205",2022,2023,2024,"44203","442038"," 中津市"
"1925","44204-3207",2022,2023,2024,"44204","442046"," 日田市"
"1926","44205-3203",2022,2023,2024,"44205","442054"," 佐伯市"
"1927","44206-3200",2022,2023,2024,"44206","442062"," 臼杵市"
"1928","44207-3203",2022,2023,2024,"44207","442071"," 津久見市"
"1929","44208-3204",2022,2023,2024,"44208","442089"," 竹田市"
"1930","44209-3231",2022,2023,2024,"44209","442097"," 豊後高田市"
"1931","44210-3201",2022,2023,2024,"44210","442101"," 杵築市"
"1932","44211-3231",2022,2023,2024,"44211","442119"," 宇佐市"
"1933","44212-3204",2022,2023,2024,"44212","442127"," 豊後大野市"
"1934","44213-3200",2022,2023,2024,"44213","442135"," 由布市"
"1935","44214-3201",2022,2023,2024,"44214","442143"," 国東市"
"1936","44321-3201",2022,NA,NA,"44321",NA,NA
"1937","44322-3231",2022,2023,2024,"44322","443221"," 姫島村"
"1938","44341-3201",2022,2023,2024,"44341","443417"," 日出町"
"1939","44461-3207",2022,2023,2024,"44461","444618"," 九重町"
"1940","44462-3207",2022,2023,2024,"44462","444626"," 玖珠町"
"1941","44501-3205",2022,NA,NA,"44501",NA,NA
"1942","44522-3231",2022,2023,2024,"44522",NA,NA
"1943","45201-3500",2022,2023,2024,"45201","452017"," 宮崎市"
"1944","45202-3502",2022,2023,2024,"45202","452025"," 都城市"
"1945","45203-3503",2022,2023,2024,"45203","452033"," 延岡市"
"1946","45204-3501",2022,2023,2024,"45204","452041"," 日南市"
"1947","45205-3523",2022,2023,2024,"45205","452050"," 小林市"
"1948","45206-3503",2022,2023,2024,"45206","452068"," 日向市"
"1949","45207-3501",2022,2023,2024,"45207","452076"," 串間市"
"1950","45208-3507",2022,2023,2024,"45208","452084"," 西都市"
"1951","45209-3523",2022,2023,2024,"45209","452092"," えびの市"
"1952","45301-3500",2022,2023,2024,"45301",NA,NA
"1953","45321-3501",2022,2023,2024,"45321",NA,NA
"1954","45322-3501",2022,2023,2024,"45322",NA,NA
"1955","45341-3502",2022,2023,2024,"45341","453412"," 三股町"
"1956","45345-3502",2022,2023,2024,"45345",NA,NA
"1957","45361-3523",2022,2023,2024,"45361","453617"," 高原町"
"1958","45362-3523",2022,2023,2024,"45362",NA,NA
"1959","45382-3500",2022,2023,2024,"45382","453820"," 国富町"
"1960","45383-3500",2022,2023,2024,"45383","453838"," 綾町"
"1961","45401-3507",2022,2023,2024,"45401","454010"," 高鍋町"
"1962","45402-3507",2022,2023,2024,"45402","454028"," 新富町"
"1963","45403-3507",2022,2023,2024,"45403","454036"," 西米良村"
"1964","45404-3507",2022,2023,2024,"45404","454044"," 木城町"
"1965","45405-3507",2022,2023,2024,"45405","454052"," 川南町"
"1966","45406-3507",2022,2023,2024,"45406","454061"," 都農町"
"1967","45421-3503",2022,2023,2024,"45421","454214"," 門川町"
"1968","45429-3503",2022,2023,2024,"45429","454290"," 諸塚村"
"1969","45430-3503",2022,2023,2024,"45430","454303"," 椎葉村"
"1970","45431-3503",2022,2023,2024,"45431","454311"," 美郷町"
"1971","45441-3503",2022,2023,2024,"45441","454419"," 高千穂町"
"1972","45442-3503",2022,2023,2024,"45442","454427"," 日之影町"
"1973","45443-3503",2022,2023,2024,"45443","454435"," 五ヶ瀬町"
"1974","46201-3400",2022,2023,2024,"46201","462012"," 鹿児島市"
"1975","46203-3404",2022,2023,2024,"46203","462039"," 鹿屋市"
"1976","46204-3422",2022,2023,2024,"46204","462047"," 枕崎市"
"1977","46206-3431",2022,2023,2024,"46206","462063"," 阿久根市"
"1978","46207-3405",2022,NA,NA,"46207",NA,NA
"1979","46208-3431",2022,2023,2024,"46208","462080"," 出水市"
"1980","46209-3416",2022,2023,2024,"46209",NA,NA
"1981","46210-3400",2022,2023,2024,"46210","462101"," 指宿市"
"1982","46211-3422",2022,NA,NA,"46211",NA,NA
"1983","46213-3409",2022,2023,2024,"46213","462136"," 西之表市"
"1984","46214-3404",2022,2023,2024,"46214","462144"," 垂水市"
"1985","46215-3403",2022,2023,2024,"46215","462152"," 薩摩川内市"
"1986","46216-3400",2022,2023,2024,"46216","462161"," 日置市"
"1987","46217-3442",2022,2023,2024,"46217","462179"," 曽於市"
"1988","46218-3416",2022,2023,2024,"46218","462187"," 霧島市"
"1989","46219-3403",2022,2023,2024,"46219","462195"," いちき串木野市"
"1990","46220-3422",2022,2023,2024,"46220","462209"," 南さつま市"
"1991","46221-3442",2022,2023,2024,"46221","462217"," 志布志市"
"1992","46222-3405",2022,2023,2024,"46222","462225"," 奄美市"
"1993","46223-3402",2022,2023,2024,"46223","462233"," 南九州市"
"1994","46224-3416",2022,2023,2024,"46224","462241"," 伊佐市"
"1995","46225-3416",2022,2023,2024,"46225","462250"," 姶良市"
"1996","46302-3400",2022,NA,NA,"46302",NA,NA
"1997","46303-3400",2022,2023,2024,"46303","463035"," 三島村"
"1998","46304-3400",2022,2023,2024,"46304","463043"," 十島村"
"1999","46344-3402",2022,NA,NA,"46344",NA,NA
"2000","46383-3403",2022,NA,NA,"46383",NA,NA
"2001","46392-3403",2022,2023,2024,"46392","463922"," さつま町"
"2002","46404-3431",2022,2023,2024,"46404","464040"," 長島町"
"2003","46421-3416",2022,2023,2024,"46421",NA,NA
"2004","46441-3416",2022,2023,2024,"46441",NA,NA
"2005","46442-3416",2022,2023,2024,"46442",NA,NA
"2006","46443-3416",2022,2023,2024,"46443",NA,NA
"2007","46452-3416",2022,2023,2024,"46452","464520"," 湧水町"
"2008","46467-3442",2022,NA,NA,"46467",NA,NA
"2009","46468-3442",2022,2023,2024,"46468","464686"," 大崎町"
"2010","46482-3404",2022,2023,2024,"46482","464821"," 東串良町"
"2011","46485-3404",2022,NA,NA,"46485",NA,NA
"2012","46490-3404",2022,2023,2024,"46490","464902"," 錦江町"
"2013","46491-3404",2022,2023,2024,"46491","464911"," 南大隅町"
"2014","46492-3404",2022,2023,2024,"46492","464929"," 肝付町"
"2015","46501-3409",2022,2023,2024,"46501","465011"," 中種子町"
"2016","46502-3409",2022,2023,2024,"46502","465020"," 南種子町"
"2017","46505-3411",2022,2023,2024,"46505","465054"," 屋久島町"
"2018","46523-3405",2022,2023,2024,"46523","465232"," 大和村"
"2019","46524-3405",2022,2023,2024,"46524","465241"," 宇検村"
"2020","46525-3405",2022,2023,2024,"46525","465259"," 瀬戸内町"
"2021","46527-3405",2022,2023,2024,"46527","465275"," 龍郷町"
"2022","46529-3405",2022,2023,2024,"46529","465291"," 喜界町"
"2023","46530-3405",2022,2023,2024,"46530","465305"," 徳之島町"
"2024","46531-3405",2022,2023,2024,"46531","465313"," 天城町"
"2025","46532-3405",2022,2023,2024,"46532","465321"," 伊仙町"
"2026","46533-3405",2022,2023,2024,"46533","465330"," 和泊町"
"2027","46534-3405",2022,2023,2024,"46534","465348"," 知名町"
"2028","46535-3405",2022,2023,2024,"46535","465356"," 与論町"
"2029","47201-3600",2022,2023,2024,"47201","472018"," 那覇市"
"2030","47202-3601",2022,NA,NA,"47202",NA,NA
"2031","47205-3608",2022,2023,2024,"47205","472051"," 宜野湾市"
"2032","47207-3604",2022,2023,2024,"47207","472077"," 石垣市"
"2033","47208-3608",2022,2023,2024,"47208","472085"," 浦添市"
"2034","47209-3602",2022,2023,2024,"47209","472093"," 名護市"
"2035","47210-3600",2022,2023,2024,"47210","472107"," 糸満市"
"2036","47211-3601",2022,2023,2024,"47211","472115"," 沖縄市"
"2037","47212-3600",2022,2023,2024,"47212","472123"," 豊見城市"
"2038","47213-3601",2022,2023,2024,"47213","472131"," うるま市"
"2039","47214-3603",2022,2023,2024,"47214","472140"," 宮古島市"
"2040","47215-3600",2022,2023,2024,"47215","472158"," 南城市"
"2041","47301-3602",2022,2023,2024,"47301","473014"," 国頭村"
"2042","47302-3602",2022,2023,2024,"47302","473022"," 大宜味村"
"2043","47303-3602",2022,2023,2024,"47303","473031"," 東村"
"2044","47306-3602",2022,2023,2024,"47306","473065"," 今帰仁村"
"2045","47308-3602",2022,2023,2024,"47308","473081"," 本部町"
"2046","47311-3602",2022,2023,2024,"47311","473111"," 恩納村"
"2047","47313-3602",2022,2023,2024,"47313","473138"," 宜野座村"
"2048","47314-3602",2022,2023,2024,"47314","473146"," 金武町"
"2049","47315-3602",2022,2023,2024,"47315","473154"," 伊江村"
"2050","47324-3608",2022,2023,2024,"47324","473243"," 読谷村"
"2051","47325-3608",2022,2023,2024,"47325","473251"," 嘉手納町"
"2052","47326-3608",2022,2023,2024,"47326","473260"," 北谷町"
"2053","47327-3608",2022,2023,2024,"47327","473278"," 北中城村"
"2054","47328-3608",2022,2023,2024,"47328","473286"," 中城村"
"2055","47329-3600",2022,2023,2024,"47329","473294"," 西原町"
"2056","47348-3600",2022,2023,2024,"47348","473481"," 与那原町"
"2057","47350-3600",2022,2023,2024,"47350","473502"," 南風原町"
"2058","47353-3600",2022,2023,2024,"47353","473537"," 渡嘉敷村"
"2059","47354-3600",2022,2023,2024,"47354","473545"," 座間味村"
"2060","47355-3600",2022,2023,2024,"47355","473553"," 粟国村"
"2061","47356-3600",2022,2023,2024,"47356","473561"," 渡名喜村"
"2062","47357-3600",2022,2023,2024,"47357","473570"," 南大東村"
"2063","47358-3600",2022,2023,2024,"47358","473588"," 北大東村"
"2064","47359-3602",2022,2023,2024,"47359","473596"," 伊平屋村"
"2065","47360-3602",2022,2023,2024,"47360","473600"," 伊是名村"
"2066","47361-3600",2022,2023,2024,"47361","473618"," 久米島町"
"2067","47362-3600",2022,2023,2024,"47362","473626"," 八重瀬町"
"2068","47375-3603",2022,2023,2024,"47375","473758"," 多良間村"
"2069","47381-3604",2022,2023,2024,"47381","473812"," 竹富町"
"2070","47382-3604",2022,2023,2024,"47382","473821"," 与那国町"
"2071","04214-3702",NA,2023,2024,"04214","042145"," 東松島市"
"2072","09384-0602",NA,2023,NA,"09384","093840"," 塩谷町"
"2073","25421-1602",NA,2023,2024,"25421",NA,NA
"2074","04213-3704",NA,NA,2024,"04213","042137"," 栗原市"
"2075","09201-0608",NA,NA,2024,"09201","092011"," 宇都宮市"
"2076","09206-0600",NA,NA,2024,"09206","092061"," 日光市"
"2077","15202-1101",NA,NA,2024,"15202","152021"," 長岡市"
"2078","15213-1104",NA,NA,2024,"15213","152137"," 燕市"
"2079","22138-0804",NA,NA,2024,"22138","221384"," 浜松市中央区"
"2080","22139-0804",NA,NA,2024,"22139","221392"," 浜松市浜名区"
"2081","29205-1510",NA,NA,2024,"29205","292052"," 橿原市"
"2082","29361-1510",NA,NA,2024,"29361","293610"," 川西町"
"2083","29362-1510",NA,NA,2024,"29362","293628"," 三宅町"
"2084","29363-1510",NA,NA,2024,"29363","293636"," 田原本町"
"2085","29401-1510",NA,NA,2024,"29401","294012"," 高取町"
"2086","29402-1510",NA,NA,2024,"29402","294021"," 明日香村"
