"","V3","V2.x","V2.y","V2.x.x","V5","V1","V2.y.y"
"1510","32205-2802",2022,2023,2024,"32205","322059"," ëÂìcés"
"1511","32206-2800",2022,2023,2024,"32206","322067"," à¿óàés"
"1512","32207-2803",2022,2023,2024,"32207","322075"," ç]í√és"
"1513","32209-2802",2022,2023,2024,"32209","322091"," â_ìÏés"
"1514","32301-2800",2022,2023,2024,"32301",NA,NA
"1515","32304-2800",2022,2023,2024,"32304",NA,NA
"1516","32343-2802",2022,2023,2024,"32343","323438"," âúèoâ_í¨"
"1517","32383-2802",2022,NA,NA,"32383",NA,NA
"1518","32385-2802",2022,NA,NA,"32385",NA,NA
"1519","32386-2802",2022,2023,2024,"32386","323861"," î—ìÏí¨"
"1520","32441-2803",2022,2023,2024,"32441","324418"," êÏñ{í¨"
"1521","32448-2803",2022,2023,2024,"32448","324485"," î¸ãΩí¨"
"1522","32449-2803",2022,2023,2024,"32449","324493"," óWìÏí¨"
"1523","32501-2804",2022,2023,2024,"32501","325015"," í√òañÏí¨"
"1524","32503-2804",2022,2023,2024,"32503",NA,NA
"1525","32505-2804",2022,2023,2024,"32505","325058"," ãgâÍí¨"
"1526","32525-2806",2022,2023,2024,"32525","325252"," äCémí¨"
"1527","32526-2806",2022,2023,2024,"32526","325261"," êºÉmìáí¨"
"1528","32527-2806",2022,2023,2024,"32527","325279"," ímïvë∫"
"1529","32528-2806",2022,2023,2024,"32528","325287"," âBäÚÇÃìáí¨"
"1530","33101-2600",2022,2023,2024,"33101","331015"," â™éRésñkãÊ"
"1531","33101-2644",2022,2023,2024,"33101","331015"," â™éRésñkãÊ"
"1532","33102-2600",2022,2023,2024,"33102","331023"," â™éRésíÜãÊ"
"1533","33103-2600",2022,2023,2024,"33103","331031"," â™éRésìåãÊ"
"1534","33103-2644",2022,2023,2024,"33103","331031"," â™éRésìåãÊ"
"1535","33104-2644",2022,2023,2024,"33104","331040"," â™éRésìÏãÊ"
"1536","33201-2600",2022,2023,2024,"33201",NA,NA
"1537","33201-2644",2022,2023,2024,"33201",NA,NA
"1538","33202-2619",2022,2023,2024,"33202","332020"," ëqï~és"
"1539","33203-2605",2022,2023,2024,"33203","332038"," í√éRés"
"1540","33204-2644",2022,2023,2024,"33204","332046"," ã ñÏés"
"1541","33205-2602",2022,2023,2024,"33205","332054"," ä}â™és"
"1542","33207-2602",2022,2023,2024,"33207","332071"," à‰å¥és"
"1543","33208-2619",2022,2023,2024,"33208","332089"," ëçé–és"
"1544","33209-2603",2022,2023,2024,"33209","332097"," çÇó¿és"
"1545","33210-2603",2022,2023,2024,"33210","332101"," êVå©és"
"1546","33211-2612",2022,2023,2024,"33211","332119"," îıëOés"
"1547","33212-2612",2022,2023,2024,"33212","332127"," ê£åÀì‡és"
"1548","33213-2600",2022,2023,2024,"33213","332135"," ê‘î÷és"
"1549","33214-2603",2022,2023,2024,"33214","332143"," ê^íÎés"
"1550","33214-2605",2022,2023,2024,"33214","332143"," ê^íÎés"
"1551","33215-2605",2022,2023,2024,"33215","332151"," î¸çÏés"
"1552","33216-2602",2022,2023,2024,"33216","332160"," êÛå˚és"
"1553","33303-2600",2022,2023,2024,"33303",NA,NA
"1554","33321-2600",2022,2023,2024,"33321",NA,NA
"1555","33322-2600",2022,2023,2024,"33322",NA,NA
"1556","33323-2600",2022,2023,2024,"33323",NA,NA
"1557","33346-2612",2022,2023,2024,"33346","333468"," òaãCí¨"
"1558","33423-2619",2022,2023,2024,"33423","334235"," ëÅìáí¨"
"1559","33445-2602",2022,2023,2024,"33445","334456"," ó¢èØí¨"
"1560","33461-2602",2022,2023,2024,"33461","334618"," ñÓä|í¨"
"1561","33586-2605",2022,2023,2024,"33586","335860"," êVèØë∫"
"1562","33606-2605",2022,2023,2024,"33606","336068"," ãæñÏí¨"
"1563","33622-2605",2022,2023,2024,"33622","336220"," èüâõí¨"
"1564","33623-2605",2022,2023,2024,"33623","336238"," ìﬁã`í¨"
"1565","33643-2605",2022,2023,2024,"33643","336432"," êºàæëqë∫"
"1566","33645-2605",2022,2023,2024,"33645",NA,NA
"1567","33646-2605",2022,2023,2024,"33646",NA,NA
"1568","33663-2605",2022,2023,2024,"33663","336637"," ãvïƒìÏí¨"
"1569","33666-2605",2022,2023,2024,"33666","336661"," î¸çÁí¨"
"1570","33681-2600",2022,2023,2024,"33681","336815"," ãgîıíÜâõí¨"
"1571","33681-2603",2022,2023,2024,"33681","336815"," ãgîıíÜâõí¨"
"1572","34101-2400",2022,2023,2024,"34101","341011"," çLìáésíÜãÊ"
"1573","34102-2400",2022,2023,2024,"34102","341029"," çLìáésìåãÊ"
"1574","34103-2400",2022,2023,2024,"34103","341037"," çLìáésìÏãÊ"
"1575","34104-2400",2022,2023,2024,"34104","341045"," çLìáésêºãÊ"
"1576","34105-2400",2022,2023,2024,"34105","341053"," çLìáésà¿ç≤ìÏãÊ"
"1577","34106-2409",2022,2023,2024,"34106","341061"," çLìáésà¿ç≤ñkãÊ"
"1578","34107-2400",2022,2023,2024,"34107","341070"," çLìáésà¿å|ãÊ"
"1579","34108-2416",2022,2023,2024,"34108","341088"," çLìáésç≤îåãÊ"
"1580","34202-2401",2022,2023,2024,"34202","342025"," å‡és"
"1581","34203-2420",2022,2023,2024,"34203","342033"," í|å¥és"
"1582","34204-2403",2022,2023,2024,"34204","342041"," éOå¥és"
"1583","34205-2403",2022,2023,2024,"34205","342050"," îˆìπés"
"1584","34207-2404",2022,2023,2024,"34207","342076"," ïüéRés"
"1585","34208-2404",2022,2023,2024,"34208","342084"," ï{íÜés"
"1586","34209-2405",2022,2023,2024,"34209","342092"," éOéüés"
"1587","34210-2405",2022,2023,2024,"34210","342106"," èØå¥és"
"1588","34211-2416",2022,2023,2024,"34211","342114"," ëÂí|és"
"1589","34212-2420",2022,2023,2024,"34212","342122"," ìåçLìáés"
"1590","34213-2416",2022,2023,2024,"34213","342131"," ì˘ì˙ésés"
"1591","34214-2405",2022,2023,2024,"34214","342149"," à¿å|çÇìcés"
"1592","34215-2401",2022,2023,2024,"34215","342157"," ç]ìcìáés"
"1593","34302-2400",2022,2023,2024,"34302","343021"," ï{íÜí¨"
"1594","34304-2400",2022,2023,2024,"34304","343048"," äCìcí¨"
"1595","34307-2400",2022,2023,2024,"34307","343072"," åFñÏí¨"
"1596","34309-2400",2022,2023,2024,"34309","343099"," ç‚í¨"
"1597","34368-2409",2022,2023,2024,"34368","343684"," à¿å|ëæìcí¨"
"1598","34369-2409",2022,2023,2024,"34369","343692"," ñkçLìáí¨"
"1599","34402-2420",2022,NA,NA,"34402",NA,NA
"1600","34431-2420",2022,2023,2024,"34431","344311"," ëÂçËè„ìáí¨"
"1601","34462-2403",2022,2023,2024,"34462","344621"," ê¢óÖí¨"
"1602","34545-2404",2022,2023,2024,"34545","345458"," ê_êŒçÇå¥í¨"
"1603","35201-2504",2022,2023,2024,"35201","352012"," â∫ä÷és"
"1604","35202-2505",2022,2023,2024,"35202","352021"," âFïîés"
"1605","35203-2500",2022,2023,2024,"35203","352039"," éRå˚és"
"1606","35204-2502",2022,2023,2024,"35204","352047"," îãés"
"1607","35206-2500",2022,2023,2024,"35206","352063"," ñhï{és"
"1608","35207-2501",2022,2023,2024,"35207","352071"," â∫èºés"
"1609","35208-2503",2022,2023,2024,"35208","352080"," ä‚çëés"
"1610","35210-2501",2022,2023,2024,"35210","352101"," åıés"
"1611","35211-2502",2022,2023,2024,"35211","352110"," í∑ñÂés"
"1612","35212-2525",2022,2023,2024,"35212","352128"," ñˆà‰és"
"1613","35213-2505",2022,2023,2024,"35213","352136"," î¸îIés"
"1614","35215-2501",2022,2023,2024,"35215","352152"," é¸ìÏés"
"1615","35216-2505",2022,2023,2024,"35216","352161"," éRózè¨ñÏìcés"
"1616","35305-2525",2022,2023,2024,"35305","353051"," é¸ñhëÂìáí¨"
"1617","35321-2503",2022,2023,2024,"35321","353213"," òañÿí¨"
"1618","35341-2525",2022,2023,2024,"35341","353418"," è„ä÷í¨"
"1619","35343-2525",2022,2023,2024,"35343","353434"," ìcïzé{í¨"
"1620","35344-2525",2022,2023,2024,"35344","353442"," ïΩê∂í¨"
"1621","35421-2505",2022,NA,NA,"35421",NA,NA
"1622","35461-2505",2022,2023,2024,"35461",NA,NA
"1623","35462-2505",2022,2023,2024,"35462",NA,NA
"1624","35502-2502",2022,2023,2024,"35502","355020"," à¢ïêí¨"
"1625","35504-2500",2022,NA,NA,"35504",NA,NA
"1626","36201-4800",2022,2023,2024,"36201","362018"," ìøìáés"
"1627","36202-4800",2022,2023,2024,"36202","362026"," ñ¬ñÂés"
"1628","36203-4800",2022,2023,2024,"36203","362034"," è¨èºìáés"
"1629","36204-4801",2022,2023,2024,"36204","362042"," à¢ìÏés"
"1630","36205-4800",2022,2023,2024,"36205","362051"," ãgñÏêÏés"
"1631","36206-4800",2022,2023,2024,"36206","362069"," à¢îgés"
"1632","36207-4802",2022,2023,2024,"36207","362077"," î¸înés"
"1633","36208-4802",2022,2023,2024,"36208","362085"," éOçDés"
"1634","36301-4800",2022,2023,2024,"36301","363014"," èüâYí¨"
"1635","36302-4800",2022,2023,2024,"36302","363022"," è„èüí¨"
"1636","36321-4800",2022,2023,2024,"36321","363219"," ç≤ìﬂâÕì‡ë∫"
"1637","36341-4800",2022,2023,2024,"36341","363413"," êŒà‰í¨"
"1638","36342-4800",2022,2023,2024,"36342","363421"," ê_éRí¨"
"1639","36368-4801",2022,2023,2024,"36368","363685"," ìﬂâÍí¨"
"1640","36383-4801",2022,2023,2024,"36383","363839"," ñ¥äÚí¨"
"1641","36387-4801",2022,2023,2024,"36387","363871"," î¸îgí¨"
"1642","36388-4801",2022,2023,2024,"36388","363880"," äCózí¨"
"1643","36401-4800",2022,2023,2024,"36401","364011"," èºñŒí¨"
"1644","36402-4800",2022,2023,2024,"36402","364029"," ñkìáí¨"
"1645","36403-4800",2022,2023,2024,"36403","364037"," óïèZí¨"
"1646","36404-4800",2022,2023,2024,"36404","364045"," î¬ñÏí¨"
"1647","36405-4800",2022,2023,2024,"36405","364053"," è„î¬í¨"
"1648","36422-4800",2022,NA,NA,"36422",NA,NA
"1649","36466-4802",2022,2023,2024,"36466",NA,NA
"1650","36468-4802",2022,2023,2024,"36468","364681"," Ç¬ÇÈÇ¨í¨"
"1651","36489-4802",2022,2023,2024,"36489","364894"," ìåÇ›ÇÊÇµí¨"
"1652","37201-4700",2022,2023,2024,"37201","372013"," çÇèºés"
"1653","37202-4701",2022,2023,2024,"37202","372021"," ä€ãTés"
"1654","37203-4701",2022,2023,2024,"37203","372030"," ç‚èoés"
"1655","37204-4701",2022,2023,2024,"37204","372048"," ëPí éõés"
"1656","37205-4702",2022,2023,2024,"37205","372056"," äœâπéõés"
"1657","37206-4705",2022,2023,2024,"37206","372064"," Ç≥Ç Ç´és"
"1658","37207-4705",2022,2023,2024,"37207","372072"," ìåÇ©Ç™ÇÌés"
"1659","37208-4702",2022,2023,2024,"37208","372081"," éOñLés"
"1660","37322-4700",2022,2023,2024,"37322","373222"," ìyèØí¨"
"1661","37324-4700",2022,2023,2024,"37324","373249"," è¨ì§ìáí¨"
"1662","37341-4700",2022,2023,2024,"37341","373419"," éOñÿí¨"
"1663","37364-4700",2022,2023,2024,"37364","373648"," íºìáí¨"
"1664","37381-4700",2022,NA,NA,"37381",NA,NA
"1665","37386-4701",2022,2023,2024,"37386","373869"," âFëΩí√í¨"
"1666","37387-4700",2022,2023,2024,"37387","373877"," àªêÏí¨"
"1667","37403-4701",2022,2023,2024,"37403","374032"," ã’ïΩí¨"
"1668","37404-4701",2022,2023,2024,"37404","374041"," ëΩìxí√í¨"
"1669","37406-4701",2022,2023,2024,"37406","374067"," Ç‹ÇÒÇÃÇ§í¨"
"1670","38201-5000",2022,2023,2024,"38201","382019"," èºéRés"
"1671","38201-5009",2022,2023,2024,"38201","382019"," èºéRés"
"1672","38202-5004",2022,2023,2024,"38202","382027"," ç°é°és"
"1673","38203-5005",2022,2023,2024,"38203","382035"," âFòaìáés"
"1674","38204-5001",2022,2023,2024,"38204","382043"," î™î¶ïlés"
"1675","38205-5003",2022,2023,2024,"38205","382051"," êVãèïlés"
"1676","38206-5003",2022,2023,2024,"38206","382060"," êºèés"
"1677","38207-5001",2022,2023,2024,"38207","382078"," ëÂèFés"
"1678","38209-5022",2022,NA,NA,"38209",NA,NA
"1679","38210-5000",2022,2023,2024,"38210","382108"," à…ó\és"
"1680","38213-5022",2022,2023,2024,"38213","382132"," élçëíÜâõés"
"1681","38214-5001",2022,2023,2024,"38214","382141"," êºó\és"
"1682","38215-5009",2022,2023,2024,"38215","382159"," ìåâ∑és"
"1683","38302-5022",2022,NA,NA,"38302",NA,NA
"1684","38356-5004",2022,2023,2024,"38356","383562"," è„ìáí¨"
"1685","38385-5001",2022,NA,NA,"38385",NA,NA
"1686","38386-5009",2022,2023,2024,"38386","383864"," ãvñúçÇå¥í¨"
"1687","38401-5000",2022,2023,2024,"38401","384011"," èºëOí¨"
"1688","38402-5009",2022,2023,2024,"38402","384020"," ìuïîí¨"
"1689","38404-5000",2022,NA,NA,"38404",NA,NA
"1690","38422-5001",2022,2023,2024,"38422","384224"," ì‡éqí¨"
"1691","38442-5001",2022,2023,2024,"38442","384429"," à…ï˚í¨"
"1692","38484-5005",2022,2023,2024,"38484","384844"," èºñÏí¨"
"1693","38488-5005",2022,2023,2024,"38488","384887"," ãSñkí¨"
"1694","38506-5005",2022,2023,2024,"38506","385069"," à§ìÏí¨"
"1695","39201-4900",2022,2023,2024,"39201","392014"," çÇímés"
"1696","39202-4903",2022,2023,2024,"39202","392022"," é∫åÀés"
"1697","39203-4903",2022,2023,2024,"39203","392031"," à¿å|és"
"1698","39204-4913",2022,2023,2024,"39204","392049"," ìÏçëés"
"1699","39205-4900",2022,2023,2024,"39205","392057"," ìyç≤és"
"1700","39206-4902",2022,2023,2024,"39206","392065"," ê{çËés"
"1701","39208-4904",2022,2023,2024,"39208","392081"," èhñ—és"
"1702","39209-4904",2022,2023,2024,"39209","392090"," ìyç≤ê¥êÖés"
"1703","39210-4904",2022,2023,2024,"39210","392103"," élñúè\és"
"1704","39211-4913",2022,2023,2024,"39211","392111"," çÅìÏés"
"1705","39212-4913",2022,2023,2024,"39212","392120"," çÅî¸és"
"1706","39301-4903",2022,2023,2024,"39301","393011"," ìåómí¨"
"1707","39302-4903",2022,2023,2024,"39302","393029"," ìﬁîºóòí¨"
"1708","39303-4903",2022,2023,2024,"39303","393037"," ìcñÏí¨"
"1709","39304-4903",2022,2023,2024,"39304","393045"," à¿ìcí¨"
"1710","39305-4903",2022,2023,2024,"39305","393053"," ñkêÏë∫"
"1711","39306-4903",2022,2023,2024,"39306","393061"," înòHë∫"
"1712","39307-4903",2022,2023,2024,"39307","393070"," å|êºë∫"
"1713","39341-4913",2022,2023,2024,"39341","393410"," ñ{éRí¨"
"1714","39344-4913",2022,2023,2024,"39344","393444"," ëÂñLí¨"
"1715","39363-4913",2022,2023,2024,"39363","393631"," ìyç≤í¨"
"1716","39364-4913",2022,2023,2024,"39364","393649"," ëÂêÏë∫"
"1717","39383-4900",2022,2023,2024,"39383",NA,NA
"1718","39386-4900",2022,2023,2024,"39386","393860"," Ç¢ÇÃí¨"
"1719","39387-4900",2022,2023,2024,"39387","393878"," êmóÑêÏí¨"
"1720","39401-4902",2022,2023,2024,"39401","394017"," íÜìyç≤í¨"
"1721","39402-4900",2022,2023,2024,"39402","394025"," ç≤êÏí¨"
"1722","39403-4900",2022,2023,2024,"39403","394033"," âzímí¨"
"1723","39405-4902",2022,2023,2024,"39405","394050"," ìéå¥í¨"
"1724","39410-4900",2022,2023,2024,"39410","394106"," ì˙çÇë∫"
"1725","39411-4902",2022,2023,2024,"39411","394114"," í√ñÏí¨"
"1726","39412-4902",2022,2023,2024,"39412","394122"," élñúè\í¨"
"1727","39424-4904",2022,2023,2024,"39424","394246"," ëÂåéí¨"
"1728","39427-4904",2022,2023,2024,"39427","394271"," éOå¥ë∫"
"1729","39428-4904",2022,2023,2024,"39428","394289"," çïí™í¨"
"1730","40101-2908",2022,2023,2024,"40101","401013"," ñkã„èBésñÂéiãÊ"
"1731","40103-2935",2022,2023,2024,"40103","401030"," ñkã„èBésé·èºãÊ"
"1732","40105-2908",2022,2023,2024,"40105","401056"," ñkã„èBésåÀî®ãÊ"
"1733","40106-2908",2022,2023,2024,"40106","401064"," ñkã„èBésè¨ëqñkãÊ"
"1734","40107-2908",2022,2023,2024,"40107","401072"," ñkã„èBésè¨ëqìÏãÊ"
"1735","40108-2935",2022,2023,2024,"40108","401081"," ñkã„èBésî™î¶ìåãÊ"
"1736","40109-2935",2022,2023,2024,"40109","401099"," ñkã„èBésî™î¶êºãÊ"
"1737","40131-2900",2022,2023,2024,"40131","401315"," ïüâ™ésìåãÊ"
"1738","40132-2900",2022,2023,2024,"40132","401323"," ïüâ™ésîéëΩãÊ"
"1739","40133-2900",2022,2023,2024,"40133","401331"," ïüâ™ésíÜâõãÊ"
"1740","40134-2900",2022,2023,2024,"40134","401340"," ïüâ™ésìÏãÊ"
"1741","40135-2911",2022,2023,2024,"40135","401358"," ïüâ™ésêºãÊ"
"1742","40136-2911",2022,2023,2024,"40136","401366"," ïüâ™ésèÈìÏãÊ"
"1743","40137-2911",2022,2023,2024,"40137","401374"," ïüâ™ésëÅó«ãÊ"
"1744","40202-2906",2022,2023,2024,"40202","402028"," ëÂñ¥ìcés"
"1745","40203-2904",2022,2023,2024,"40203","402036"," ãvóØïƒés"
"1746","40204-2903",2022,2023,2024,"40204","402044"," íºï˚és"
"1747","40205-2902",2022,2023,2024,"40205","402052"," î—íÀés"
"1748","40206-2910",2022,2023,2024,"40206","402061"," ìcêÏés"
"1749","40207-2906",2022,2023,2024,"40207","402079"," ñˆêÏés"
"1750","40210-2907",2022,2023,2024,"40210","402109"," î™èóés"
"1751","40211-2907",2022,2023,2024,"40211","402117"," í}å„és"
"1752","40212-2906",2022,2023,2024,"40212","402125"," ëÂêÏés"
"1753","40213-2909",2022,2023,2024,"40213","402133"," çsã¥és"
"1754","40214-2909",2022,2023,2024,"40214","402141"," ñLëOés"
"1755","40215-2935",2022,2023,2024,"40215","402150"," íÜä‘és"
"1756","40216-2904",2022,2023,2024,"40216","402168"," è¨åSés"
"1757","40217-2912",2022,2023,2024,"40217","402176"," í}éáñÏés"
"1758","40218-2912",2022,2023,2024,"40218","402184"," ètì˙és"
"1759","40219-2912",2022,2023,2024,"40219","402192"," ëÂñÏèÈés"
"1760","40220-2917",2022,2023,2024,"40220","402206"," è@ëúés"
"1761","40221-2912",2022,2023,2024,"40221","402214"," ëæç…ï{és"
"1762","40223-2917",2022,2023,2024,"40223","402231"," å√âÍés"
"1763","40224-2917",2022,2023,2024,"40224","402249"," ïüí√és"
"1764","40225-2904",2022,2023,2024,"40225","402257"," Ç§Ç´ÇÕés"
"1765","40226-2903",2022,2023,2024,"40226","402265"," ã{é·és"
"1766","40227-2902",2022,2023,2024,"40227","402273"," â√ñÉés"
"1767","40228-2901",2022,2023,2024,"40228","402281"," í©ëqés"
"1768","40229-2906",2022,2023,2024,"40229","402290"," Ç›Ç‚Ç‹és"
"1769","40230-2911",2022,2023,2024,"40230","402303"," éÖìáés"
"1770","40231-2900",2022,2023,2024,"40231","402311"," ìﬂâœêÏés"
"1771","40305-2900",2022,2023,2024,"40305",NA,NA
"1772","40341-2915",2022,2023,2024,"40341","403415"," âFî¸í¨"
"1773","40342-2915",2022,2023,2024,"40342","403423"," é¬åIí¨"
"1774","40343-2915",2022,2023,2024,"40343","403431"," éuñ∆í¨"
"1775","40344-2915",2022,2023,2024,"40344","403440"," ê{åbí¨"
"1776","40345-2917",2022,2023,2024,"40345","403458"," êVã{í¨"
"1777","40348-2915",2022,2023,2024,"40348","403482"," ãvéRí¨"
"1778","40349-2915",2022,2023,2024,"40349","403491"," îîâÆí¨"
"1779","40381-2935",2022,2023,2024,"40381","403814"," à∞âÆí¨"
"1780","40382-2935",2022,2023,2024,"40382","403822"," êÖä™í¨"
"1781","40383-2935",2022,2023,2024,"40383","403831"," â™ä_í¨"
"1782","40384-2935",2022,2023,2024,"40384","403849"," âìâÍí¨"
"1783","40401-2903",2022,2023,2024,"40401","404012"," è¨í|í¨"
"1784","40402-2903",2022,2023,2024,"40402","404021"," à∆éËí¨"
"1785","40421-2902",2022,2023,2024,"40421","404217"," åjêÏí¨"
"1786","40444-2912",2022,2023,2024,"40444",NA,NA
"1787","40447-2901",2022,2023,2024,"40447","404471"," í}ëOí¨"
"1788","40448-2901",2022,2023,2024,"40448","404489"," ìåïÙë∫"
"1789","40463-2911",2022,2023,2024,"40463",NA,NA
"1790","40483-2904",2022,NA,NA,"40483",NA,NA
"1791","40503-2904",2022,2023,2024,"40503","405035"," ëÂìÅêÙí¨"
"1792","40522-2906",2022,2023,2024,"40522","405221"," ëÂñÿí¨"
"1793","40541-2907",2022,2023,2024,"40541",NA,NA
"1794","40543-2907",2022,2023,2024,"40543",NA,NA
"1795","40544-2907",2022,2023,2024,"40544","405442"," çLêÏí¨"
"1796","40545-2907",2022,2023,2024,"40545",NA,NA
"1797","40546-2907",2022,2023,2024,"40546",NA,NA
"1798","40601-2910",2022,2023,2024,"40601","406015"," çÅètí¨"
"1799","40602-2910",2022,2023,2024,"40602","406023"," ìYìcí¨"
"1800","40604-2910",2022,2023,2024,"40604","406040"," éÖìcí¨"
"1801","40605-2910",2022,2023,2024,"40605","406058"," êÏçËí¨"
"1802","40608-2910",2022,2023,2024,"40608","406082"," ëÂîCí¨"
"1803","40609-2910",2022,2023,2024,"40609","406091"," ê‘ë∫"
"1804","40610-2910",2022,2023,2024,"40610","406104"," ïüíqí¨"
"1805","40621-2909",2022,2023,2024,"40621","406210"," ä°ìcí¨"
"1806","40625-2909",2022,2023,2024,"40625","406252"," Ç›Ç‚Ç±í¨"
"1807","40641-2909",2022,2023,2024,"40641",NA,NA
"1808","40642-2909",2022,2023,2024,"40642","406422"," ãgïxí¨"
"1809","40646-2909",2022,2023,2024,"40646","406465"," è„ñ—í¨"
"1810","40647-2909",2022,2023,2024,"40647","406473"," ízè„í¨"
"1811","41201-3000",2022,2023,2024,"41201","412015"," ç≤âÍés"
"1812","41202-3003",2022,2023,2024,"41202","412023"," ìÇí√és"
"1813","41203-3011",2022,2023,2024,"41203","412031"," íπê≤és"
"1814","41204-3000",2022,2023,2024,"41204","412040"," ëΩãvés"
"1815","41205-3002",2022,2023,2024,"41205","412058"," à…ñúó¢és"
"1816","41206-3001",2022,2023,2024,"41206","412066"," ïêóYés"
"1817","41207-3001",2022,2023,2024,"41207","412074"," é≠ìáés"
"1818","41208-3000",2022,2023,2024,"41208","412082"," è¨èÈés"
"1819","41209-3001",2022,2023,2024,"41209","412091"," äñÏés"
"1820","41210-3000",2022,2023,2024,"41210","412104"," ê_çÈés"
"1821","41302-3000",2022,2023,2024,"41302",NA,NA
"1822","41303-3000",2022,2023,2024,"41303",NA,NA
"1823","41304-3000",2022,2023,2024,"41304",NA,NA
"1824","41324-3011",2022,NA,NA,"41324",NA,NA
"1825","41327-3011",2022,2023,2024,"41327","413275"," ãgñÏÉñó¢í¨"
"1826","41341-3011",2022,2023,2024,"41341","413411"," äÓéRí¨"
"1827","41345-3011",2022,2023,2024,"41345","413453"," è„ïÙí¨"
"1828","41346-3011",2022,2023,2024,"41346","413461"," Ç›Ç‚Ç´í¨"
"1829","41364-3000",2022,2023,2024,"41364",NA,NA
"1830","41387-3003",2022,2023,2024,"41387","413879"," å∫äCí¨"
"1831","41401-3002",2022,2023,2024,"41401","414018"," óLìcí¨"
"1832","41423-3001",2022,2023,2024,"41423","414239"," ëÂí¨í¨"
"1833","41424-3001",2022,2023,2024,"41424","414247"," ç]ñkí¨"
"1834","41425-3001",2022,2023,2024,"41425","414255"," îíêŒí¨"
"1835","41441-3001",2022,2023,2024,"41441","414417"," ëæó«í¨"
"1836","41443-3001",2022,NA,NA,"41443",NA,NA
"1837","42201-3100",2022,2023,2024,"42201","422011"," í∑çËés"
"1838","42202-3103",2022,2023,2024,"42202","422029"," ç≤ê¢ï€és"
"1839","42203-3102",2022,2023,2024,"42203","422037"," ìáå¥és"
"1840","42204-3117",2022,2023,2024,"42204","422045"," Ê|ëÅés"
"1841","42205-3117",2022,2023,2024,"42205","422053"," ëÂë∫és"
"1842","42206-3106",2022,2023,2024,"42206",NA,NA
"1843","42207-3104",2022,2023,2024,"42207","422070"," ïΩåÀés"
"1844","42208-3104",2022,2023,2024,"42208","422088"," èºâYés"
"1845","42209-3107",2022,2023,2024,"42209","422096"," ëŒînés"
"1846","42210-3105",2022,2023,2024,"42210","422100"," àÎäÚés"
"1847","42211-3106",2022,2023,2024,"42211","422118"," å‹ìáés"
"1848","42212-3103",2022,2023,2024,"42212","422126"," êºäCés"
"1849","42213-3117",2022,2023,2024,"42213","422134"," â_êÂés"
"1850","42214-3102",2022,2023,2024,"42214","422142"," ìÏìáå¥és"
"1851","42307-3100",2022,2023,2024,"42307","423076"," í∑ó^í¨"
"1852","42308-3100",2022,2023,2024,"42308","423084"," éûí√í¨"
"1853","42321-3103",2022,2023,2024,"42321","423211"," ìåîﬁãní¨"
"1854","42322-3103",2022,2023,2024,"42322","423220"," êÏíIí¨"
"1855","42323-3103",2022,2023,2024,"42323","423238"," îgç≤å©í¨"
"1856","42342-3117",2022,NA,NA,"42342",NA,NA
"1857","42382-3104",2022,2023,2024,"42382",NA,NA
"1858","42383-3103",2022,2023,2024,"42383","423831"," è¨ílâÍí¨"
"1859","42388-3103",2022,2023,2024,"42388",NA,NA
"1860","42389-3103",2022,2023,2024,"42389",NA,NA
"1861","42391-3103",2022,2023,2024,"42391","423912"," ç≤ÅXí¨"
"1862","42411-3103",2022,2023,2024,"42411","424111"," êVè„å‹ìáí¨"
"1863","42421-3105",2022,NA,NA,"42421",NA,NA
"1864","43101-3300",2022,2023,2024,"43101","431010"," åFñ{ésíÜâõãÊ"
"1865","43102-3300",2022,2023,2024,"43102","431028"," åFñ{ésìåãÊ"
"1866","43103-3300",2022,2023,2024,"43103","431036"," åFñ{ésêºãÊ"
"1867","43104-3300",2022,2023,2024,"43104","431044"," åFñ{ésìÏãÊ"
"1868","43105-3300",2022,2023,2024,"43105","431052"," åFñ{ésñkãÊ"
"1869","43201-3300",2022,2023,2024,"43201",NA,NA
"1870","43202-3306",2022,2023,2024,"43202","432024"," î™ë„és"
"1871","43203-3307",2022,2023,2024,"43203","432032"," êlãgés"
"1872","43204-3302",2022,2023,2024,"43204","432041"," çrîˆés"
"1873","43205-3306",2022,2023,2024,"43205","432059"," êÖñìés"
"1874","43206-3302",2022,2023,2024,"43206","432067"," ã ñºés"
"1875","43208-3304",2022,2023,2024,"43208","432083"," éRé≠és"
"1876","43210-3305",2022,2023,2024,"43210","432105"," ãeírés"
"1877","43211-3315",2022,2023,2024,"43211","432113"," âFìyés"
"1878","43212-3308",2022,2023,2024,"43212","432121"," è„ìVëêés"
"1879","43213-3315",2022,2023,2024,"43213","432130"," âFèÈés"
"1880","43214-3305",2022,2023,2024,"43214","432148"," à¢ëhés"
"1881","43215-3308",2022,2023,2024,"43215","432156"," ìVëêés"
"1882","43216-3305",2022,2023,2024,"43216","432164"," çáéués"
"1883","43322-3315",2022,NA,NA,"43322",NA,NA
"1884","43348-3315",2022,2023,2024,"43348","433489"," î¸ó¢í¨"
"1885","43361-3302",2022,NA,NA,"43361",NA,NA
"1886","43364-3302",2022,2023,2024,"43364","433641"," ã ìåí¨"
"1887","43365-3302",2022,NA,NA,"43365",NA,NA
"1888","43367-3302",2022,2023,2024,"43367","433675"," ìÏä÷í¨"
"1889","43368-3302",2022,2023,2024,"43368","433683"," í∑èFí¨"
